customerId,recommendedProducts
9348,2|21|187|1|262|148|126|8|85|82
9349,100|1|82|96|19|261|170|259|61|251|100|1|82|96|19|261|170|259|61|251
9350,1|2|7|62|164|31|56|8|10|9|1|2|7|62|164|31|56|8|10|9|1|2|7|62|164|31|56|8|10|9|1|2|7|62|164|31|56|8|10|9|1|2|7|62|164|31|56|8|10|9
9351,1|2|147|9|5|25|8|15|13|56|1|2|147|9|5|25|8|15|13|56
9352,1|8|21|15|5|12|61|20|38|36|1|8|21|15|5|12|61|20|38|36|1|8|21|15|5|12|61|20|38|36
9353,90|294|10|27|58|6|128|129|32|246|90|294|10|27|58|6|128|129|32|246
9354,22|46|3|204|20|235|209|98|8|293
9356,0|2|7|31|21|20|33|15|9|56|0|2|7|31|21|20|33|15|9|56|0|2|7|31|21|20|33|15|9|56
9357,22|46|3|204|20|235|209|98|8|293
9358,2|1|94|20|47|9|78|61|51|135|2|1|94|20|47|9|78|61|51|135|2|1|94|20|47|9|78|61|51|135
9359,2|87|104|25|1|13|145|34|7|5|2|87|104|25|1|13|145|34|7|5
9360,2|148|14|0|44|23|20|38|5|47|2|148|14|0|44|23|20|38|5|47|2|148|14|0|44|23|20|38|5|47|2|148|14|0|44|23|20|38|5|47|2|148|14|0|44|23|20|38|5|47
9361,8|36|79|2|1|82|21|173|72|19|8|36|79|2|1|82|21|173|72|19|8|36|79|2|1|82|21|173|72|19|8|36|79|2|1|82|21|173|72|19|8|36|79|2|1|82|21|173|72|19
9362,1|7|52|209|178|0|17|114|15|25
9363,220|244|208|1|10|2|32|7|77|9|220|244|208|1|10|2|32|7|77|9|220|244|208|1|10|2|32|7|77|9
9365,1|2|141|147|14|36|21|192|38|109|1|2|141|147|14|36|21|192|38|109|1|2|141|147|14|36|21|192|38|109|1|2|141|147|14|36|21|192|38|109|1|2|141|147|14|36|21|192|38|109
9367,181|1|2|21|105|15|170|20|82|233|181|1|2|21|105|15|170|20|82|233
9368,2|0|31|5|294|7|15|61|8|33|2|0|31|5|294|7|15|61|8|33|2|0|31|5|294|7|15|61|8|33
9370,13|237|258|245|77|7|133|2|24|43
9371,175|114|81|265|186|5|252|297|2|16
9372,51|2|167|44|175|9|1|180|8|48|51|2|167|44|175|9|1|180|8|48|51|2|167|44|175|9|1|180|8|48
9373,138|70|188|67|116|82|2|8|33|275
9374,2|41|185|21|47|25|1|223|8|11|2|41|185|21|47|25|1|223|8|11|2|41|185|21|47|25|1|223|8|11
9375,0|31|2|21|50|7|61|15|5|20|0|31|2|21|50|7|61|15|5|20
9377,74|75|294|73|2|87|90|15|64|51
9380,294|1|2|71|6|9|129|75|154|69|294|1|2|71|6|9|129|75|154|69
9381,82|173|8|2|48|157|36|135|20|38
9382,2|31|21|5|12|19|33|61|72|18|2|31|21|5|12|19|33|61|72|18|2|31|21|5|12|19|33|61|72|18|2|31|21|5|12|19|33|61|72|18
9385,2|1|8|21|38|20|48|5|15|7
9388,154|1|47|14|33|5|13|26|9|17|154|1|47|14|33|5|13|26|9|17
9389,81|1|14|5|55|8|21|19|12|0|81|1|14|5|55|8|21|19|12|0|81|1|14|5|55|8|21|19|12|0
9391,175|114|81|265|186|5|252|297|2|16
9392,104|38|8|2|48|1|79|170|14|20
9393,9|45|1|140|237|282|24|133|201|2|9|45|1|140|237|282|24|133|201|2
9395,2|96|148|1|134|126|110|179|61|211
9397,23|1|107|114|29|0|2|25|21|20|23|1|107|114|29|0|2|25|21|20|23|1|107|114|29|0|2|25|21|20
9398,46|17|1|11|107|68|33|15|224|23|46|17|1|11|107|68|33|15|224|23
9399,97|145|34|2|107|73|191|105|148|289
9400,47|2|21|38|223|274|138|17|25|107
9402,252|245|38|79|48|2|1|20|16|107|252|245|38|79|48|2|1|20|16|107|252|245|38|79|48|2|1|20|16|107
9403,2|1|82|170|21|15|7|188|8|33|2|1|82|170|21|15|7|188|8|33
9404,8|48|36|20|21|166|17|5|94|148|8|48|36|20|21|166|17|5|94|148|8|48|36|20|21|166|17|5|94|148|8|48|36|20|21|166|17|5|94|148|8|48|36|20|21|166|17|5|94|148|8|48|36|20|21|166|17|5|94|148|8|48|36|20|21|166|17|5|94|148|8|48|36|20|21|166|17|5|94|148|8|48|36|20|21|166|17|5|94|148|8|48|36|20|21|166|17|5|94|148
9405,2|1|210|12|7|5|20|0|16|73|2|1|210|12|7|5|20|0|16|73|2|1|210|12|7|5|20|0|16|73
9406,46|1|2|82|138|5|33|15|61|20|46|1|2|82|138|5|33|15|61|20|46|1|2|82|138|5|33|15|61|20|46|1|2|82|138|5|33|15|61|20|46|1|2|82|138|5|33|15|61|20|46|1|2|82|138|5|33|15|61|20|46|1|2|82|138|5|33|15|61|20
9407,2|0|21|20|5|31|8|13|15|14|2|0|21|20|5|31|8|13|15|14|2|0|21|20|5|31|8|13|15|14|2|0|21|20|5|31|8|13|15|14|2|0|21|20|5|31|8|13|15|14|2|0|21|20|5|31|8|13|15|14|2|0|21|20|5|31|8|13|15|14
9408,2|181|1|170|148|138|70|82|61|47|2|181|1|170|148|138|70|82|61|47|2|181|1|170|148|138|70|82|61|47
9409,1|17|8|148|21|61|20|12|19|47|1|17|8|148|21|61|20|12|19|47|1|17|8|148|21|61|20|12|19|47|1|17|8|148|21|61|20|12|19|47
9411,2|1|47|15|5|14|7|0|21|20|2|1|47|15|5|14|7|0|21|20|2|1|47|15|5|14|7|0|21|20
9412,104|2|1|21|8|5|38|166|12|118|104|2|1|21|8|5|38|166|12|118
9413,36|2|21|33|15|82|166|14|20|173|36|2|21|33|15|82|166|14|20|173|36|2|21|33|15|82|166|14|20|173|36|2|21|33|15|82|166|14|20|173|36|2|21|33|15|82|166|14|20|173
9414,2|1|33|21|188|62|5|67|8|9|2|1|33|21|188|62|5|67|8|9|2|1|33|21|188|62|5|67|8|9|2|1|33|21|188|62|5|67|8|9|2|1|33|21|188|62|5|67|8|9
9415,34|8|136|2|137|148|1|177|15|13
9416,2|44|8|14|21|148|47|50|38|61|2|44|8|14|21|148|47|50|38|61|2|44|8|14|21|148|47|50|38|61|2|44|8|14|21|148|47|50|38|61|2|44|8|14|21|148|47|50|38|61
9417,148|181|134|185|34|298|21|35|104|272
9419,164|294|6|129|1|2|0|26|138|25
9420,1|2|47|7|43|20|14|15|16|68|1|2|47|7|43|20|14|15|16|68|1|2|47|7|43|20|14|15|16|68|1|2|47|7|43|20|14|15|16|68|1|2|47|7|43|20|14|15|16|68|1|2|47|7|43|20|14|15|16|68|1|2|47|7|43|20|14|15|16|68|1|2|47|7|43|20|14|15|16|68|1|2|47|7|43|20|14|15|16|68|1|2|47|7|43|20|14|15|16|68|1|2|47|7|43|20|14|15|16|68|1|2|47|7|43|20|14|15|16|68|1|2|47|7|43|20|14|15|16|68
9421,1|33|2|72|17|21|7|16|12|20|1|33|2|72|17|21|7|16|12|20|1|33|2|72|17|21|7|16|12|20
9422,2|1|8|21|38|20|48|5|15|7|2|1|8|21|38|20|48|5|15|7
9424,13|237|258|245|77|7|133|2|24|43
9425,253|218|169|2|245|201|77|17|216|190
9426,51|94|175|113|15|131|7|188|111|4
9427,294|128|2|1|129|5|15|156|6|170|294|128|2|1|129|5|15|156|6|170
9428,2|1|81|5|14|0|25|55|12|20|2|1|81|5|14|0|25|55|12|20|2|1|81|5|14|0|25|55|12|20|2|1|81|5|14|0|25|55|12|20
9430,2|1|25|294|81|20|38|6|13|5|2|1|25|294|81|20|38|6|13|5
9431,2|31|0|21|15|61|19|5|14|12|2|31|0|21|15|61|19|5|14|12|2|31|0|21|15|61|19|5|14|12|2|31|0|21|15|61|19|5|14|12
9432,39|2|1|21|12|15|179|14|135|61|39|2|1|21|12|15|179|14|135|61|39|2|1|21|12|15|179|14|135|61
9433,165|82|2|264|135|172|35|269|86|89
9434,145|272|34|268|191|12|109|23|194|14
9435,2|294|5|1|0|16|128|17|72|21|2|294|5|1|0|16|128|17|72|21|2|294|5|1|0|16|128|17|72|21|2|294|5|1|0|16|128|17|72|21|2|294|5|1|0|16|128|17|72|21|2|294|5|1|0|16|128|17|72|21
9436,134|21|2|1|148|170|15|5|43|33|134|21|2|1|148|170|15|5|43|33|134|21|2|1|148|170|15|5|43|33|134|21|2|1|148|170|15|5|43|33
9437,190|2|85|1|279|21|162|167|36|78
9438,2|47|21|118|223|8|89|11|288|112|2|47|21|118|223|8|89|11|288|112
9439,1|33|6|0|128|21|7|2|17|9|1|33|6|0|128|21|7|2|17|9
9440,2|7|1|8|9|137|64|180|176|14|2|7|1|8|9|137|64|180|176|14|2|7|1|8|9|137|64|180|176|14|2|7|1|8|9|137|64|180|176|14
9441,127|14|162|5|1|3|167|15|44|17
9442,127|135|25|20|2|4|206|281|9|12|127|135|25|20|2|4|206|281|9|12
9444,87|6|54|1|217|27|294|113|2|13
9446,2|1|8|21|38|20|48|5|15|7
9447,31|2|0|21|5|61|33|60|7|19
9448,234|73|269|25|1|61|232|2|130|5|234|73|269|25|1|61|232|2|130|5
9449,107|2|114|1|82|21|15|0|19|5|107|2|114|1|82|21|15|0|19|5
9450,294|129|128|6|83|1|154|10|27|51
9451,137|2|1|7|38|136|82|247|15|148
9452,16|14|1|47|82|5|21|19|148|55|16|14|1|47|82|5|21|19|148|55|16|14|1|47|82|5|21|19|148|55|16|14|1|47|82|5|21|19|148|55
9453,2|0|31|5|21|13|61|19|60|7|2|0|31|5|21|13|61|19|60|7|2|0|31|5|21|13|61|19|60|7
9454,36|194|2|21|1|261|166|82|44|15|36|194|2|21|1|261|166|82|44|15|36|194|2|21|1|261|166|82|44|15
9456,87|2|74|128|75|1|26|51|33|15
9457,2|13|9|5|0|7|11|31|8|20|2|13|9|5|0|7|11|31|8|20
9459,2|195|21|82|19|135|1|41|167|166
9460,2|11|1|5|23|7|8|82|15|20|2|11|1|5|23|7|8|82|15|20|2|11|1|5|23|7|8|82|15|20|2|11|1|5|23|7|8|82|15|20|2|11|1|5|23|7|8|82|15|20|2|11|1|5|23|7|8|82|15|20
9462,2|1|16|21|33|17|61|0|170|173|2|1|16|21|33|17|61|0|170|173|2|1|16|21|33|17|61|0|170|173|2|1|16|21|33|17|61|0|170|173|2|1|16|21|33|17|61|0|170|173|2|1|16|21|33|17|61|0|170|173
9463,31|2|0|21|5|61|33|60|7|19
9464,74|75|294|73|2|87|90|15|64|51
9465,2|7|1|14|10|173|13|20|82|27|2|7|1|14|10|173|13|20|82|27|2|7|1|14|10|173|13|20|82|27|2|7|1|14|10|173|13|20|82|27|2|7|1|14|10|173|13|20|82|27
9466,73|210|195|82|12|5|40|2|21|1
9467,62|2|116|1|82|8|15|21|33|148|62|2|116|1|82|8|15|21|33|148|62|2|116|1|82|8|15|21|33|148|62|2|116|1|82|8|15|21|33|148|62|2|116|1|82|8|15|21|33|148
9468,2|33|0|15|14|8|7|9|20|21
9469,128|6|129|26|262|1|264|2|154|51|128|6|129|26|262|1|264|2|154|51|128|6|129|26|262|1|264|2|154|51
9470,0|31|2|21|7|61|33|15|56|20|0|31|2|21|7|61|33|15|56|20|0|31|2|21|7|61|33|15|56|20|0|31|2|21|7|61|33|15|56|20
9471,1|2|13|9|5|16|178|131|8|31|1|2|13|9|5|16|178|131|8|31|1|2|13|9|5|16|178|131|8|31|1|2|13|9|5|16|178|131|8|31
9472,246|181|1|170|15|12|133|73|2|178|246|181|1|170|15|12|133|73|2|178
9473,2|1|72|47|14|5|43|15|8|0|2|1|72|47|14|5|43|15|8|0
9474,294|1|6|2|13|7|4|26|129|16
9475,148|1|21|8|61|15|190|38|25|5|148|1|21|8|61|15|190|38|25|5|148|1|21|8|61|15|190|38|25|5|148|1|21|8|61|15|190|38|25|5|148|1|21|8|61|15|190|38|25|5
9476,2|1|20|7|14|13|15|8|9|38|2|1|20|7|14|13|15|8|9|38|2|1|20|7|14|13|15|8|9|38|2|1|20|7|14|13|15|8|9|38|2|1|20|7|14|13|15|8|9|38
9477,2|1|8|21|38|20|48|5|15|7
9478,2|33|21|17|31|15|9|61|56|0|2|33|21|17|31|15|9|61|56|0|2|33|21|17|31|15|9|61|56|0|2|33|21|17|31|15|9|61|56|0
9479,1|164|2|72|21|13|80|31|7|56|1|164|2|72|21|13|80|31|7|56|1|164|2|72|21|13|80|31|7|56|1|164|2|72|21|13|80|31|7|56|1|164|2|72|21|13|80|31|7|56
9480,148|2|55|1|134|81|25|21|8|78|148|2|55|1|134|81|25|21|8|78
9481,8|79|48|194|2|261|264|166|44|1
9482,2|15|1|14|148|18|66|5|44|13|2|15|1|14|148|18|66|5|44|13|2|15|1|14|148|18|66|5|44|13
9483,29|2|1|5|21|15|66|8|40|82|29|2|1|5|21|15|66|8|40|82|29|2|1|5|21|15|66|8|40|82
9485,1|7|0|54|87|292|17|25|15|52
9486,2|287|135|1|25|172|9|8|15|177
9487,2|1|14|5|61|178|211|12|8|17|2|1|14|5|61|178|211|12|8|17
9488,2|21|137|9|15|61|19|7|20|8|2|21|137|9|15|61|19|7|20|8|2|21|137|9|15|61|19|7|20|8|2|21|137|9|15|61|19|7|20|8
9489,9|1|2|45|131|64|13|42|133|5|9|1|2|45|131|64|13|42|133|5|9|1|2|45|131|64|13|42|133|5
9490,2|19|82|21|5|106|1|195|275|81|2|19|82|21|5|106|1|195|275|81|2|19|82|21|5|106|1|195|275|81|2|19|82|21|5|106|1|195|275|81|2|19|82|21|5|106|1|195|275|81
9491,47|2|21|61|38|0|8|1|223|76|47|2|21|61|38|0|8|1|223|76
9492,81|55|2|1|39|17|159|21|25|5|81|55|2|1|39|17|159|21|25|5|81|55|2|1|39|17|159|21|25|5
9493,163|2|173|25|12|1|20|24|162|14|163|2|173|25|12|1|20|24|162|14|163|2|173|25|12|1|20|24|162|14
9495,82|2|15|1|44|14|8|112|106|38|82|2|15|1|44|14|8|112|106|38|82|2|15|1|44|14|8|112|106|38|82|2|15|1|44|14|8|112|106|38
9496,2|86|0|21|171|191|275|7|89|15|2|86|0|21|171|191|275|7|89|15|2|86|0|21|171|191|275|7|89|15
9498,48|38|36|79|2|194|82|179|1|21
9499,2|0|21|5|31|19|7|61|14|33|2|0|21|5|31|19|7|61|14|33|2|0|21|5|31|19|7|61|14|33|2|0|21|5|31|19|7|61|14|33|2|0|21|5|31|19|7|61|14|33|2|0|21|5|31|19|7|61|14|33|2|0|21|5|31|19|7|61|14|33
9500,131|45|64|9|42|1|173|176|157|94
9501,2|0|31|21|5|61|19|8|7|148
9502,1|2|66|20|5|0|212|44|56|133|1|2|66|20|5|0|212|44|56|133|1|2|66|20|5|0|212|44|56|133
9504,1|2|131|15|21|77|56|14|9|7|1|2|131|15|21|77|56|14|9|7
9505,2|31|5|0|21|104|59|20|56|7|2|31|5|0|21|104|59|20|56|7|2|31|5|0|21|104|59|20|56|7|2|31|5|0|21|104|59|20|56|7
9506,8|79|38|194|2|61|1|148|261|14
9507,1|21|17|85|86|0|33|39|189|16|1|21|17|85|86|0|33|39|189|16|1|21|17|85|86|0|33|39|189|16|1|21|17|85|86|0|33|39|189|16
9508,5|33|95|2|1|234|17|298|14|55
9509,2|1|8|21|38|20|48|5|15|7
9510,2|33|0|21|31|15|13|20|56|17|2|33|0|21|31|15|13|20|56|17|2|33|0|21|31|15|13|20|56|17|2|33|0|21|31|15|13|20|56|17|2|33|0|21|31|15|13|20|56|17
9512,1|15|7|20|2|25|70|157|57|21
9513,87|6|54|1|217|27|294|113|2|13|87|6|54|1|217|27|294|113|2|13
9514,38|79|36|194|2|1|15|150|20|0|38|79|36|194|2|1|15|150|20|0|38|79|36|194|2|1|15|150|20|0|38|79|36|194|2|1|15|150|20|0
9515,139|63|9|94|31|1|7|45|120|133|139|63|9|94|31|1|7|45|120|133
9516,11|107|2|1|114|78|82|15|9|21|11|107|2|1|114|78|82|15|9|21
9519,191|2|275|211|12|14|289|15|1|5|191|2|275|211|12|14|289|15|1|5
9520,85|2|49|151|188|170|172|134|190|1
9521,29|107|2|170|82|21|15|31|0|33|29|107|2|170|82|21|15|31|0|33|29|107|2|170|82|21|15|31|0|33|29|107|2|170|82|21|15|31|0|33
9522,1|144|12|0|2|28|20|199|5|31|1|144|12|0|2|28|20|199|5|31|1|144|12|0|2|28|20|199|5|31
9523,8|38|2|79|47|21|194|15|0|33|8|38|2|79|47|21|194|15|0|33|8|38|2|79|47|21|194|15|0|33|8|38|2|79|47|21|194|15|0|33|8|38|2|79|47|21|194|15|0|33
9524,48|2|194|81|1|55|20|21|5|166|48|2|194|81|1|55|20|21|5|166|48|2|194|81|1|55|20|21|5|166|48|2|194|81|1|55|20|21|5|166|48|2|194|81|1|55|20|21|5|166|48|2|194|81|1|55|20|21|5|166|48|2|194|81|1|55|20|21|5|166|48|2|194|81|1|55|20|21|5|166
9525,1|49|2|20|0|7|8|38|13|33|1|49|2|20|0|7|8|38|13|33|1|49|2|20|0|7|8|38|13|33|1|49|2|20|0|7|8|38|13|33|1|49|2|20|0|7|8|38|13|33|1|49|2|20|0|7|8|38|13|33|1|49|2|20|0|7|8|38|13|33
9526,10|75|90|155|74|26|83|244|0|24|10|75|90|155|74|26|83|244|0|24
9527,2|1|8|21|38|20|48|5|15|7
9528,2|15|12|1|145|192|25|275|20|11|2|15|12|1|145|192|25|275|20|11|2|15|12|1|145|192|25|275|20|11|2|15|12|1|145|192|25|275|20|11
9529,2|1|8|21|38|20|48|5|15|7|2|1|8|21|38|20|48|5|15|7
9530,29|2|107|23|9|1|63|51|5|8|29|2|107|23|9|1|63|51|5|8|29|2|107|23|9|1|63|51|5|8
9531,282|1|2|49|166|51|242|14|199|206
9532,80|46|2|164|124|233|110|11|224|92
9533,1|21|2|17|7|33|20|156|11|6|1|21|2|17|7|33|20|156|11|6|1|21|2|17|7|33|20|156|11|6|1|21|2|17|7|33|20|156|11|6
9534,92|173|82|114|265|70|206|211|81|275
9535,68|2|269|14|193|224|206|1|17|29|68|2|269|14|193|224|206|1|17|29|68|2|269|14|193|224|206|1|17|29|68|2|269|14|193|224|206|1|17|29
9538,137|136|247|248|124|38|156|1|233|8
9539,2|0|21|31|5|15|14|12|9|20|2|0|21|31|5|15|14|12|9|20|2|0|21|31|5|15|14|12|9|20|2|0|21|31|5|15|14|12|9|20|2|0|21|31|5|15|14|12|9|20
9540,2|48|1|79|36|21|194|15|0|16|2|48|1|79|36|21|194|15|0|16|2|48|1|79|36|21|194|15|0|16|2|48|1|79|36|21|194|15|0|16|2|48|1|79|36|21|194|15|0|16|2|48|1|79|36|21|194|15|0|16|2|48|1|79|36|21|194|15|0|16|2|48|1|79|36|21|194|15|0|16|2|48|1|79|36|21|194|15|0|16|2|48|1|79|36|21|194|15|0|16
9541,159|16|124|173|2|201|81|61|91|82
9542,169|253|188|173|67|2|82|62|252|7|169|253|188|173|67|2|82|62|252|7|169|253|188|173|67|2|82|62|252|7
9543,2|148|1|8|49|15|21|14|55|33|2|148|1|8|49|15|21|14|55|33|2|148|1|8|49|15|21|14|55|33|2|148|1|8|49|15|21|14|55|33|2|148|1|8|49|15|21|14|55|33
9545,191|211|289|2|109|23|20|173|8|268|191|211|289|2|109|23|20|173|8|268
9546,2|87|1|11|107|15|29|8|0|7|2|87|1|11|107|15|29|8|0|7
9549,31|2|0|21|5|61|33|60|7|19|31|2|0|21|5|61|33|60|7|19
9550,2|1|8|15|25|5|38|14|13|130|2|1|8|15|25|5|38|14|13|130
9551,2|21|0|33|5|8|95|14|12|19|2|21|0|33|5|8|95|14|12|19|2|21|0|33|5|8|95|14|12|19|2|21|0|33|5|8|95|14|12|19
9552,181|148|105|1|21|2|15|233|34|126
9553,1|7|0|9|20|2|25|57|216|21
9554,48|79|36|194|2|23|144|11|1|21
9555,2|93|1|47|15|21|94|82|51|173
9556,2|31|12|0|94|15|20|7|5|9|2|31|12|0|94|15|20|7|5|9|2|31|12|0|94|15|20|7|5|9
9557,2|1|8|21|14|9|33|20|15|82|2|1|8|21|14|9|33|20|15|82|2|1|8|21|14|9|33|20|15|82|2|1|8|21|14|9|33|20|15|82|2|1|8|21|14|9|33|20|15|82|2|1|8|21|14|9|33|20|15|82
9558,2|48|21|20|38|5|0|14|61|166|2|48|21|20|38|5|0|14|61|166|2|48|21|20|38|5|0|14|61|166|2|48|21|20|38|5|0|14|61|166|2|48|21|20|38|5|0|14|61|166|2|48|21|20|38|5|0|14|61|166|2|48|21|20|38|5|0|14|61|166
9559,170|148|105|173|15|1|2|233|91|124
9560,2|21|0|181|134|15|31|61|14|5|2|21|0|181|134|15|31|61|14|5|2|21|0|181|134|15|31|61|14|5
9561,1|2|9|8|21|70|20|47|7|5|1|2|9|8|21|70|20|47|7|5|1|2|9|8|21|70|20|47|7|5
9562,2|0|21|47|5|13|61|20|7|59|2|0|21|47|5|13|61|20|7|59|2|0|21|47|5|13|61|20|7|59|2|0|21|47|5|13|61|20|7|59|2|0|21|47|5|13|61|20|7|59
9563,13|237|258|245|77|7|133|2|24|43
9564,2|1|21|15|66|31|9|47|260|5|2|1|21|15|66|31|9|47|260|5
9565,82|2|21|15|94|1|19|14|8|36|82|2|21|15|94|1|19|14|8|36
9567,13|2|237|258|24|133|82|8|245|1
9568,94|141|2|12|136|298|78|1|137|21
9569,2|1|20|8|5|14|7|15|16|152|2|1|20|8|5|14|7|15|16|152
9570,2|1|5|24|13|7|4|8|14|180
9571,291|173|82|2|8|262|264|118|63|9
9572,2|171|1|21|61|135|15|148|134|269|2|171|1|21|61|135|15|148|134|269|2|171|1|21|61|135|15|148|134|269|2|171|1|21|61|135|15|148|134|269
9574,119|2|0|31|5|21|61|148|19|3|119|2|0|31|5|21|61|148|19|3
9575,23|11|107|2|136|1|14|78|15|92|23|11|107|2|136|1|14|78|15|92|23|11|107|2|136|1|14|78|15|92
9576,1|14|21|5|8|47|12|0|20|33|1|14|21|5|8|47|12|0|20|33|1|14|21|5|8|47|12|0|20|33
9577,62|188|67|70|2|1|7|20|8|14|62|188|67|70|2|1|7|20|8|14
9578,20|1|2|15|175|25|3|8|172|13
9579,5|2|1|8|62|20|95|21|9|3|5|2|1|8|62|20|95|21|9|3
9580,16|2|159|1|61|8|5|82|47|124|16|2|159|1|61|8|5|82|47|124
9581,87|6|54|1|217|27|294|113|2|13
9583,48|2|38|36|18|79|21|0|61|194|48|2|38|36|18|79|21|0|61|194|48|2|38|36|18|79|21|0|61|194|48|2|38|36|18|79|21|0|61|194
9584,1|68|17|47|8|15|21|167|9|38|1|68|17|47|8|15|21|167|9|38|1|68|17|47|8|15|21|167|9|38|1|68|17|47|8|15|21|167|9|38|1|68|17|47|8|15|21|167|9|38|1|68|17|47|8|15|21|167|9|38|1|68|17|47|8|15|21|167|9|38|1|68|17|47|8|15|21|167|9|38|1|68|17|47|8|15|21|167|9|38|1|68|17|47|8|15|21|167|9|38|1|68|17|47|8|15|21|167|9|38
9585,2|62|188|138|1|8|5|7|20|45|2|62|188|138|1|8|5|7|20|45
9586,2|20|89|275|44|8|38|14|62|1|2|20|89|275|44|8|38|14|62|1|2|20|89|275|44|8|38|14|62|1
9587,1|2|5|9|61|47|94|30|17|20|1|2|5|9|61|47|94|30|17|20
9588,2|5|1|9|192|20|33|13|14|17|2|5|1|9|192|20|33|13|14|17
9589,71|57|255|244|77|108|1|9|240|2|71|57|255|244|77|108|1|9|240|2
9590,9|2|1|165|82|14|5|24|8|12|9|2|1|165|82|14|5|24|8|12|9|2|1|165|82|14|5|24|8|12
9591,2|73|15|64|14|150|1|8|38|74|2|73|15|64|14|150|1|8|38|74
9592,2|1|8|21|38|20|48|5|15|7
9593,190|2|1|67|20|166|279|5|62|21|190|2|1|67|20|166|279|5|62|21
9594,2|1|8|21|38|20|48|5|15|7|2|1|8|21|38|20|48|5|15|7
9595,2|1|33|21|20|8|5|7|14|11|2|1|33|21|20|8|5|7|14|11|2|1|33|21|20|8|5|7|14|11
9596,2|8|48|38|1|44|14|61|23|275
9597,2|1|20|21|11|114|23|14|25|0|2|1|20|21|11|114|23|14|25|0|2|1|20|21|11|114|23|14|25|0
9598,87|6|2|104|128|103|26|264|155|262
9600,2|245|1|204|4|20|166|43|44|8|2|245|1|204|4|20|166|43|44|8|2|245|1|204|4|20|166|43|44|8
9601,2|1|8|21|38|20|48|5|15|7
9603,32|90|13|14|220|72|1|83|27|7|32|90|13|14|220|72|1|83|27|7|32|90|13|14|220|72|1|83|27|7|32|90|13|14|220|72|1|83|27|7|32|90|13|14|220|72|1|83|27|7
9604,50|1|231|7|101|9|170|23|98|20|50|1|231|7|101|9|170|23|98|20
9605,2|162|21|41|269|195|76|1|47|223|2|162|21|41|269|195|76|1|47|223|2|162|21|41|269|195|76|1|47|223
9606,148|2|1|181|21|14|33|7|15|47|148|2|1|181|21|14|33|7|15|47
9607,2|47|1|221|8|15|61|82|19|9|2|47|1|221|8|15|61|82|19|9|2|47|1|221|8|15|61|82|19|9|2|47|1|221|8|15|61|82|19|9
9608,2|1|21|33|17|15|82|94|9|8|2|1|21|33|17|15|82|94|9|8|2|1|21|33|17|15|82|94|9|8
9609,77|1|220|2|13|38|9|50|108|57|77|1|220|2|13|38|9|50|108|57|77|1|220|2|13|38|9|50|108|57
9610,191|2|1|211|5|62|16|55|25|0|191|2|1|211|5|62|16|55|25|0|191|2|1|211|5|62|16|55|25|0|191|2|1|211|5|62|16|55|25|0
9611,68|2|175|193|269|114|5|270|17|167
9612,1|2|20|9|17|25|33|16|21|13|1|2|20|9|17|25|33|16|21|13|1|2|20|9|17|25|33|16|21|13|1|2|20|9|17|25|33|16|21|13
9613,2|1|38|48|20|62|79|82|5|85|2|1|38|48|20|62|79|82|5|85|2|1|38|48|20|62|79|82|5|85|2|1|38|48|20|62|79|82|5|85|2|1|38|48|20|62|79|82|5|85|2|1|38|48|20|62|79|82|5|85|2|1|38|48|20|62|79|82|5|85|2|1|38|48|20|62|79|82|5|85|2|1|38|48|20|62|79|82|5|85|2|1|38|48|20|62|79|82|5|85|2|1|38|48|20|62|79|82|5|85
9614,2|72|47|20|1|108|43|5|0|14|2|72|47|20|1|108|43|5|0|14
9615,1|0|21|11|15|148|20|7|5|33|1|0|21|11|15|148|20|7|5|33|1|0|21|11|15|148|20|7|5|33|1|0|21|11|15|148|20|7|5|33
9616,2|47|96|38|8|1|264|48|14|19
9617,294|2|1|81|129|128|25|5|13|8|294|2|1|81|129|128|25|5|13|8|294|2|1|81|129|128|25|5|13|8|294|2|1|81|129|128|25|5|13|8|294|2|1|81|129|128|25|5|13|8
9618,2|21|0|5|19|61|33|31|25|14|2|21|0|5|19|61|33|31|25|14|2|21|0|5|19|61|33|31|25|14|2|21|0|5|19|61|33|31|25|14|2|21|0|5|19|61|33|31|25|14
9619,246|87|73|250|6|117|9|26|1|220
9620,2|47|1|111|62|15|82|7|5|19|2|47|1|111|62|15|82|7|5|19
9621,2|102|21|5|0|31|19|14|7|13|2|102|21|5|0|31|19|14|7|13
9622,1|0|178|7|208|15|9|101|25|245|1|0|178|7|208|15|9|101|25|245
9623,1|7|2|145|9|13|233|8|15|133|1|7|2|145|9|13|233|8|15|133
9624,70|138|62|2|1|11|175|25|20|5
9625,272|145|191|12|275|34|211|23|20|7|272|145|191|12|275|34|211|23|20|7
9626,9|71|57|50|1|51|157|101|56|178
9628,1|14|148|21|0|8|5|15|19|33|1|14|148|21|0|8|5|15|19|33|1|14|148|21|0|8|5|15|19|33|1|14|148|21|0|8|5|15|19|33
9630,14|1|5|21|17|8|47|55|20|18|14|1|5|21|17|8|47|55|20|18|14|1|5|21|17|8|47|55|20|18
9631,2|1|8|21|38|20|48|5|15|7
9632,294|6|129|1|27|2|10|13|25|154|294|6|129|1|27|2|10|13|25|154
9633,82|106|85|1|36|179|2|240|261|44
9634,2|1|16|12|55|5|20|15|8|47|2|1|16|12|55|5|20|15|8|47|2|1|16|12|55|5|20|15|8|47
